"","site_name","transect","species","family","size_cm","abundance","fg","fishing_ground","size_5cm_bin"
"1898","Lintea",3,"thalassoma lunare","Labridae",17,1,"Micro-invertivore","kaledupa","15-20"
"1899","Lintea",3,"thalassoma hardwicke","Labridae",13,1,"Micro-invertivore","kaledupa","10-15"
"1900","Lintea",3,"thalassoma hardwicke","Labridae",13,1,"Micro-invertivore","kaledupa","10-15"
"1901","Lintea",3,"thalassoma lunare","Labridae",17,1,"Micro-invertivore","kaledupa","15-20"
"1902","Lintea",3,"thalassoma lunare","Labridae",17,1,"Micro-invertivore","kaledupa","15-20"
"1903","Shark Point",1,"chlorurus spp.","Scarini-Labridae",15,1,"Excavator/scraper","wangi-wangi","15-20"
"1904","Shark Point",1,"pomacentrus spp.","Pomacentridae",10,1,"Micro-invertivore","wangi-wangi","10-15"
"1905","Shark Point",1,"scarus ghobban","Scarini-Labridae",20,1,"Excavator/scraper","wangi-wangi","20-25"
"1906","Shark Point",1,"scarus niger","Scarini-Labridae",18,1,"Excavator/scraper","wangi-wangi","15-20"
"1907","Shark Point",1,"scarus niger","Scarini-Labridae",15,1,"Excavator/scraper","wangi-wangi","15-20"
"1908","Shark Point",1,"scarus spp.","Scarini-Labridae",13,2,"Excavator/scraper","wangi-wangi","10-15"
"1909","Shark Point",1,"scarus spp.","Scarini-Labridae",17,3,"Excavator/scraper","wangi-wangi","15-20"
"1910","Shark Point",2,"arothron hispidus","Tetraodontidae",16,8,"Macro-invertivore","wangi-wangi","15-20"
"1911","Shark Point",2,"chlorurus sordidus","Scarini-Labridae",11,1,"Excavator/scraper","wangi-wangi","10-15"
"1912","Shark Point",2,"scarus niger","Scarini-Labridae",13,1,"Excavator/scraper","wangi-wangi","10-15"
"1913","Shark Point",3,"scarus niger","Scarini-Labridae",12,9,"Excavator/scraper","wangi-wangi","10-15"
"1914","Shark Point",1,"zebrasoma scopas","Acanthuridae",11,2,"Grazer","wangi-wangi","10-15"
"1915","Shark Point",1,"zebrasoma scopas","Acanthuridae",11,1,"Grazer","wangi-wangi","10-15"
"1916","Shark Point",2,"acanthurus pyroferus","Acanthuridae",16,1,"Grazer","wangi-wangi","15-20"
"1917","Shark Point",2,"balistapus undulatus","Balistidae",14,1,"Macro-invertivore","wangi-wangi","10-15"
"1918","Shark Point",2,"cephalopholis argus","Serranidae",27,1,"Pisci-invertivore","wangi-wangi","25-30"
"1919","Shark Point",2,"cephalopholis spp.","Serranidae",19,1,"Pisci-invertivore","wangi-wangi","15-20"
"1920","Shark Point",1,"acanthurus pyroferus","Acanthuridae",16,1,"Grazer","wangi-wangi","15-20"
"1921","Shark Point",1,"balistapus undulatus","Balistidae",14,1,"Macro-invertivore","wangi-wangi","10-15"
"1922","Shark Point",1,"cephalopholis urodeta","Serranidae",18,1,"Pisci-invertivore","wangi-wangi","15-20"
"1923","Shark Point",1,"cheilinus fasciatus","Labridae",20,1,"Macro-invertivore","wangi-wangi","20-25"
"1924","Shark Point",1,"ctenochaetus binotatus","Acanthuridae",10,1,"Detritivore","wangi-wangi","10-15"
"1925","Shark Point",1,"ctenochaetus striatus","Acanthuridae",10,1,"Detritivore","wangi-wangi","10-15"
"1926","Shark Point",1,"ctenochaetus striatus","Acanthuridae",10,1,"Detritivore","wangi-wangi","10-15"
"1927","Shark Point",1,"ctenochaetus striatus","Acanthuridae",10,1,"Detritivore","wangi-wangi","10-15"
"1928","Shark Point",1,"epinephelus merra","Serranidae",20,1,"Piscivore","wangi-wangi","20-25"
"1929","Shark Point",1,"forcipiger spp.","Chaetodontidae",15,1,"Micro-invertivore","wangi-wangi","15-20"
"1930","Shark Point",1,"halichoeres hortulanus","Labridae",18,1,"Micro-invertivore","wangi-wangi","15-20"
"1931","Shark Point",1,"heniochus varius","Chaetodontidae",11,2,"Micro-invertivore","wangi-wangi","10-15"
"1932","Shark Point",1,"heniochus varius","Chaetodontidae",11,1,"Micro-invertivore","wangi-wangi","10-15"
"1933","Shark Point",1,"choreodon fasciatus","Labridae",17,1,"Micro-invertivore","wangi-wangi","15-20"
"1934","Shark Point",1,"melichthys vidua","Balistidae",15,1,"Planktivore","wangi-wangi","15-20"
"1935","Shark Point",1,"melichthys vidua","Balistidae",15,1,"Planktivore","wangi-wangi","15-20"
"1936","Shark Point",3,"cephalopholis urodeta","Serranidae",19,1,"Pisci-invertivore","wangi-wangi","15-20"
"1937","Shark Point",3,"cephalopholis urodeta","Serranidae",19,1,"Pisci-invertivore","wangi-wangi","15-20"
"1938","Shark Point",3,"cheilinus fasciatus","Labridae",19,1,"Macro-invertivore","wangi-wangi","15-20"
"1939","Shark Point",3,"ctenochaetus binotatus","Acanthuridae",10,3,"Detritivore","wangi-wangi","10-15"
"1940","Shark Point",3,"ctenochaetus striatus","Acanthuridae",10,2,"Detritivore","wangi-wangi","10-15"
"1941","Shark Point",3,"ctenochaetus striatus","Acanthuridae",10,1,"Detritivore","wangi-wangi","10-15"
"1942","Shark Point",3,"ctenochaetus striatus","Acanthuridae",10,1,"Detritivore","wangi-wangi","10-15"
"1943","Shark Point",3,"epibulus brevis","Labridae",11,1,"Pisci-invertivore","wangi-wangi","10-15"
"1944","Shark Point",3,"epibulus brevis","Labridae",11,1,"Pisci-invertivore","wangi-wangi","10-15"
"1945","Shark Point",3,"epibulus brevis","Labridae",11,1,"Pisci-invertivore","wangi-wangi","10-15"
"1946","Shark Point",2,"cephalopholis urodeta","Serranidae",19,1,"Pisci-invertivore","wangi-wangi","15-20"
"1947","Shark Point",2,"cheilio inermis","Labridae",21,1,"Piscivore","wangi-wangi","20-25"
"1948","Shark Point",2,"ctenochaetus striatus","Acanthuridae",10,1,"Detritivore","wangi-wangi","10-15"
"1949","Shark Point",2,"ctenochaetus striatus","Acanthuridae",10,1,"Detritivore","wangi-wangi","10-15"
"1950","Shark Point",2,"halichoeres hortulanus","Labridae",17,1,"Micro-invertivore","wangi-wangi","15-20"
"1951","Shark Point",2,"heniochus varius","Chaetodontidae",11,1,"Micro-invertivore","wangi-wangi","10-15"
"1952","Shark Point",2,"melichthys vidua","Balistidae",15,1,"Planktivore","wangi-wangi","15-20"
"1953","Shark Point",2,"melichthys vidua","Balistidae",15,1,"Planktivore","wangi-wangi","15-20"
"1954","Shark Point",2,"naso vlamingii","Acanthuridae",19,3,"Planktivore","wangi-wangi","15-20"
"1955","Shark Point",2,"odonus niger","Balistidae",14,1,"Planktivore","wangi-wangi","10-15"
"1956","Shark Point",2,"odonus niger","Balistidae",14,1,"Planktivore","wangi-wangi","10-15"
"1957","Shark Point",2,"parupeneus barberinus","Mullidae",28,1,"Macro-invertivore","wangi-wangi","25-30"
"1958","Shark Point",2,"parupeneus cyclostomus","Mullidae",16,2,"Pisci-invertivore","wangi-wangi","15-20"
"1959","Shark Point",2,"parupeneus spp.","Mullidae",16,2,"Macro-invertivore","wangi-wangi","15-20"
"1960","Shark Point",2,"parupeneus trifasciatus","Mullidae",20,2,"Macro-invertivore","wangi-wangi","20-25"
"1961","Shark Point",2,"parupeneus trifasciatus","Mullidae",18,2,"Macro-invertivore","wangi-wangi","15-20"
"1962","Shark Point",2,"zebrasoma scopas","Acanthuridae",11,3,"Grazer","wangi-wangi","10-15"
"1963","Shark Point",2,"zebrasoma scopas","Acanthuridae",11,1,"Grazer","wangi-wangi","10-15"
"1964","Shark Point",3,"acanthurus pyroferus","Acanthuridae",16,2,"Grazer","wangi-wangi","15-20"
"1965","Shark Point",3,"balistapus undulatus","Balistidae",13,2,"Macro-invertivore","wangi-wangi","10-15"
"1966","Shark Point",3,"balistapus undulatus","Balistidae",14,1,"Macro-invertivore","wangi-wangi","10-15"
"1967","Shark Point",1,"odonus niger","Balistidae",14,20,"Planktivore","wangi-wangi","10-15"
"1968","Shark Point",1,"odonus niger","Balistidae",14,1,"Planktivore","wangi-wangi","10-15"
"1969","Shark Point",1,"oxycheilinus spp.","Labridae",19,1,"Pisci-invertivore","wangi-wangi","15-20"
"1970","Shark Point",1,"parupeneus spp.","Mullidae",14,1,"Macro-invertivore","wangi-wangi","10-15"
"1971","Shark Point",1,"thalassoma hardwicke","Labridae",11,1,"Micro-invertivore","wangi-wangi","10-15"
"1972","Shark Point",1,"thalassoma hardwicke","Labridae",11,1,"Micro-invertivore","wangi-wangi","10-15"
"1973","Shark Point",1,"thalassoma lunare","Labridae",15,2,"Micro-invertivore","wangi-wangi","15-20"
"1974","Shark Point",1,"zanclus cornutus","Zanclidae",10,1,"Micro-invertivore","wangi-wangi","10-15"
"1975","Shark Point",3,"oxycheilinus spp.","Labridae",16,1,"Pisci-invertivore","wangi-wangi","15-20"
"1976","Shark Point",3,"siganus vulpinus","Siganidae",16,1,"Grazer","wangi-wangi","15-20"
"1977","Shark Point",3,"thalassoma hardwicke","Labridae",11,1,"Micro-invertivore","wangi-wangi","10-15"
"1978","Shark Point",3,"thalassoma lunare","Labridae",15,3,"Micro-invertivore","wangi-wangi","15-20"
"1979","Shark Point",3,"zanclus cornutus","Zanclidae",10,1,"Micro-invertivore","wangi-wangi","10-15"
"1980","Shark Point",3,"zanclus cornutus","Zanclidae",10,1,"Micro-invertivore","wangi-wangi","10-15"
"1981","Shark Point",3,"forcipiger spp.","Chaetodontidae",15,2,"Micro-invertivore","wangi-wangi","15-20"
"1982","Shark Point",3,"forcipiger spp.","Chaetodontidae",15,1,"Micro-invertivore","wangi-wangi","15-20"
"1983","Shark Point",3,"hemigymnus melapterus","Labridae",21,1,"Macro-invertivore","wangi-wangi","20-25"
"1984","Shark Point",3,"melichthys vidua","Balistidae",15,1,"Planktivore","wangi-wangi","15-20"
"1985","Shark Point",3,"odonus niger","Balistidae",14,5,"Planktivore","wangi-wangi","10-15"
"1986","Shark Point",3,"zebrasoma scopas","Acanthuridae",11,1,"Grazer","wangi-wangi","10-15"
"1987","Shark Point",3,"zebrasoma scopas","Acanthuridae",11,2,"Grazer","wangi-wangi","10-15"
"1988","Tomia Atoll 1",1,"cheilinus fasciatus","Labridae",33,1,"Macro-invertivore","tomia atoll","30-35"
"1989","Tomia Atoll 1",1,"cheilinus fasciatus","Labridae",40,1,"Macro-invertivore","tomia atoll","40-45"
"1990","Tomia Atoll 1",1,"cheilinus fasciatus","Labridae",40,1,"Macro-invertivore","tomia atoll","40-45"
"1991","Tomia Atoll 1",1,"cheilinus fasciatus","Labridae",40,1,"Macro-invertivore","tomia atoll","40-45"
"1992","Tomia Atoll 1",1,"anampses spp.","Labridae",12,1,"Micro-invertivore","tomia atoll","10-15"
"1993","Tomia Atoll 1",1,"balistapus undulatus","Balistidae",19,1,"Macro-invertivore","tomia atoll","15-20"
"1994","Tomia Atoll 1",1,"aulostomus chinensis","Aulostomidae",30,1,"Piscivore","tomia atoll","30-35"
"1995","Tomia Atoll 1",1,"chlorurus sordidus","Scarini-Labridae",17,1,"Excavator/scraper","tomia atoll","15-20"
"1996","Tomia Atoll 1",1,"chlorurus sordidus","Scarini-Labridae",15,1,"Excavator/scraper","tomia atoll","15-20"
"1997","Tomia Atoll 1",1,"chlorurus sordidus","Scarini-Labridae",17,1,"Excavator/scraper","tomia atoll","15-20"
"1998","Tomia Atoll 1",1,"ctenochaetus striatus","Acanthuridae",15,2,"Detritivore","tomia atoll","15-20"
"1999","Tomia Atoll 1",1,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","tomia atoll","15-20"
"2000","Tomia Atoll 1",1,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","tomia atoll","15-20"
"2001","Tomia Atoll 1",1,"epibulus brevis","Labridae",16,1,"Pisci-invertivore","tomia atoll","15-20"
"2002","Tomia Atoll 1",1,"forcipiger flavissimus","Chaetodontidae",20,2,"Micro-invertivore","tomia atoll","20-25"
"2003","Tomia Atoll 1",1,"halichoeres hortulanus","Labridae",23,1,"Micro-invertivore","tomia atoll","20-25"
"2004","Tomia Atoll 1",1,"halichoeres hortulanus","Labridae",23,1,"Micro-invertivore","tomia atoll","20-25"
"2005","Tomia Atoll 1",1,"hemigymnus melapterus","Labridae",34,1,"Macro-invertivore","tomia atoll","30-35"
"2006","Tomia Atoll 1",1,"hemigymnus melapterus","Labridae",34,1,"Macro-invertivore","tomia atoll","30-35"
"2007","Tomia Atoll 1",1,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","tomia atoll","15-20"
"2008","Tomia Atoll 1",1,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","tomia atoll","15-20"
"2009","Tomia Atoll 1",1,"ctenochaetus striatus","Acanthuridae",15,2,"Detritivore","tomia atoll","15-20"
"2010","Tomia Atoll 1",1,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","tomia atoll","15-20"
"2011","Tomia Atoll 1",2,"scarus flavipectoralis","Scarini-Labridae",15,1,"Excavator/scraper","tomia atoll","15-20"
"2012","Tomia Atoll 1",2,"scarus spp.","Scarini-Labridae",23,1,"Excavator/scraper","tomia atoll","20-25"
"2013","Tomia Atoll 1",2,"scarus spp.","Scarini-Labridae",16,1,"Excavator/scraper","tomia atoll","15-20"
"2014","Tomia Atoll 1",2,"scarus spp.","Scarini-Labridae",18,1,"Excavator/scraper","tomia atoll","15-20"
"2015","Tomia Atoll 1",2,"scarus spp.","Scarini-Labridae",15,1,"Excavator/scraper","tomia atoll","15-20"
"2016","Tomia Atoll 1",2,"scarus spp.","Scarini-Labridae",28,1,"Excavator/scraper","tomia atoll","25-30"
"2017","Tomia Atoll 1",1,"scarus dimidiatus","Scarini-Labridae",16,1,"Excavator/scraper","tomia atoll","15-20"
"2018","Tomia Atoll 1",1,"scarus niger","Scarini-Labridae",15,1,"Excavator/scraper","tomia atoll","15-20"
"2019","Tomia Atoll 1",1,"scarus spp.","Scarini-Labridae",16,1,"Excavator/scraper","tomia atoll","15-20"
"2020","Tomia Atoll 1",1,"scarus spp.","Scarini-Labridae",18,1,"Excavator/scraper","tomia atoll","15-20"
"2021","Tomia Atoll 1",2,"chlorurus sordidus","Scarini-Labridae",15,1,"Excavator/scraper","tomia atoll","15-20"
"2022","Tomia Atoll 1",2,"chlorurus sordidus","Scarini-Labridae",16,1,"Excavator/scraper","tomia atoll","15-20"
"2023","Tomia Atoll 1",3,"melichthys vidua","Balistidae",19,1,"Planktivore","tomia atoll","15-20"
"2024","Tomia Atoll 1",3,"melichthys vidua","Balistidae",19,1,"Planktivore","tomia atoll","15-20"
"2025","Tomia Atoll 1",3,"mulloidichthys vanicolensis","Mullidae",37,10,"Pisci-invertivore","tomia atoll","35-40"
"2026","Tomia Atoll 1",3,"naso vlamingii","Acanthuridae",38,3,"Planktivore","tomia atoll","35-40"
"2027","Tomia Atoll 1",3,"odonus niger","Balistidae",18,50,"Planktivore","tomia atoll","15-20"
"2028","Tomia Atoll 1",3,"parupeneus multifasciatus","Mullidae",37,1,"Macro-invertivore","tomia atoll","35-40"
"2029","Tomia Atoll 1",3,"parupeneus multifasciatus","Mullidae",39,1,"Macro-invertivore","tomia atoll","35-40"
"2030","Tomia Atoll 1",3,"plectorhinchus lineatus","Haemulidae",54,1,"Micro-invertivore","tomia atoll","50-55"
"2031","Tomia Atoll 1",3,"siganus guttatus","Siganidae",25,10,"Grazer","tomia atoll","25-30"
"2032","Tomia Atoll 1",3,"thalassoma lunare","Labridae",19,1,"Micro-invertivore","tomia atoll","15-20"
"2033","Tomia Atoll 1",3,"zanclus cornutus","Zanclidae",14,10,"Micro-invertivore","tomia atoll","10-15"
"2034","Tomia Atoll 1",3,"zebrasoma scopas","Acanthuridae",15,2,"Grazer","tomia atoll","15-20"
"2035","Tomia Atoll 1",3,"zebrasoma scopas","Acanthuridae",15,1,"Grazer","tomia atoll","15-20"
"2036","Tomia Atoll 1",2,"cheilinus fasciatus","Labridae",32,1,"Macro-invertivore","tomia atoll","30-35"
"2037","Tomia Atoll 1",2,"cheilinus fasciatus","Labridae",40,1,"Macro-invertivore","tomia atoll","40-45"
"2038","Tomia Atoll 1",3,"arothron hispidus","Tetraodontidae",28,1,"Macro-invertivore","tomia atoll","25-30"
"2039","Tomia Atoll 1",3,"chlorurus sordidus","Scarini-Labridae",16,1,"Excavator/scraper","tomia atoll","15-20"
"2040","Tomia Atoll 1",1,"heniochus varius","Chaetodontidae",16,1,"Micro-invertivore","tomia atoll","15-20"
"2041","Tomia Atoll 1",1,"melichthys vidua","Balistidae",20,1,"Planktivore","tomia atoll","20-25"
"2042","Tomia Atoll 1",1,"odonus niger","Balistidae",20,10,"Planktivore","tomia atoll","20-25"
"2043","Tomia Atoll 1",1,"parupeneus multifasciatus","Mullidae",39,2,"Macro-invertivore","tomia atoll","35-40"
"2044","Tomia Atoll 1",1,"thalassoma hardwicke","Labridae",16,1,"Micro-invertivore","tomia atoll","15-20"
"2045","Tomia Atoll 1",1,"thalassoma hardwicke","Labridae",16,1,"Micro-invertivore","tomia atoll","15-20"
"2046","Tomia Atoll 1",1,"thalassoma lunare","Labridae",20,1,"Micro-invertivore","tomia atoll","20-25"
"2047","Tomia Atoll 1",1,"thalassoma lunare","Labridae",20,2,"Micro-invertivore","tomia atoll","20-25"
"2048","Tomia Atoll 1",2,"balistapus undulatus","Balistidae",19,1,"Macro-invertivore","tomia atoll","15-20"
"2049","Tomia Atoll 1",3,"cheilinus fasciatus","Labridae",39,1,"Macro-invertivore","tomia atoll","35-40"
"2050","Tomia Atoll 1",3,"coris gaimard","Labridae",39,1,"Macro-invertivore","tomia atoll","35-40"
"2051","Tomia Atoll 1",3,"ctenochaetus binotatus","Acanthuridae",14,1,"Detritivore","tomia atoll","10-15"
"2052","Tomia Atoll 1",3,"ctenochaetus striatus","Acanthuridae",14,2,"Detritivore","tomia atoll","10-15"
"2053","Tomia Atoll 1",3,"ctenochaetus striatus","Acanthuridae",14,1,"Detritivore","tomia atoll","10-15"
"2054","Tomia Atoll 1",3,"ctenochaetus striatus","Acanthuridae",14,2,"Detritivore","tomia atoll","10-15"
"2055","Tomia Atoll 1",3,"ctenochaetus striatus","Acanthuridae",14,1,"Detritivore","tomia atoll","10-15"
"2056","Tomia Atoll 1",3,"ctenochaetus striatus","Acanthuridae",14,1,"Detritivore","tomia atoll","10-15"
"2057","Tomia Atoll 1",3,"ctenochaetus striatus","Acanthuridae",14,1,"Detritivore","tomia atoll","10-15"
"2058","Tomia Atoll 1",3,"epibulus brevis","Labridae",15,2,"Pisci-invertivore","tomia atoll","15-20"
"2059","Tomia Atoll 1",3,"epibulus brevis","Labridae",15,1,"Pisci-invertivore","tomia atoll","15-20"
"2060","Tomia Atoll 1",3,"epinephelus merra","Serranidae",24,1,"Piscivore","tomia atoll","20-25"
"2061","Tomia Atoll 1",3,"halichoeres hortulanus","Labridae",22,1,"Micro-invertivore","tomia atoll","20-25"
"2062","Tomia Atoll 1",3,"halichoeres hortulanus","Labridae",22,1,"Micro-invertivore","tomia atoll","20-25"
"2063","Tomia Atoll 1",3,"hemigymnus melapterus","Labridae",34,2,"Macro-invertivore","tomia atoll","30-35"
"2064","Tomia Atoll 1",3,"heniochus varius","Chaetodontidae",15,2,"Micro-invertivore","tomia atoll","15-20"
"2065","Tomia Atoll 1",3,"paracirrhites forsteri","Cirrhitidae",10,1,"Micro-invertivore","tomia atoll","10-15"
"2066","Tomia Atoll 1",3,"pomacentrus spp.","Pomacentridae",10,1,"Micro-invertivore","tomia atoll","10-15"
"2067","Tomia Atoll 1",3,"scarus niger","Scarini-Labridae",16,1,"Excavator/scraper","tomia atoll","15-20"
"2068","Tomia Atoll 1",3,"scarus spp.","Scarini-Labridae",15,1,"Excavator/scraper","tomia atoll","15-20"
"2069","Tomia Atoll 1",3,"scolopsis margaritifer","Nemipteridae",15,1,"Micro-invertivore","tomia atoll","15-20"
"2070","Tomia Atoll 1",3,"scolopsis margaritifer","Nemipteridae",15,1,"Micro-invertivore","tomia atoll","15-20"
"2071","Tomia Atoll 1",2,"epibulus brevis","Labridae",16,1,"Pisci-invertivore","tomia atoll","15-20"
"2072","Tomia Atoll 1",2,"forcipiger flavissimus","Chaetodontidae",20,1,"Micro-invertivore","tomia atoll","20-25"
"2073","Tomia Atoll 1",2,"halichoeres hortulanus","Labridae",23,1,"Micro-invertivore","tomia atoll","20-25"
"2074","Tomia Atoll 1",2,"heniochus chrysostomus","Chaetodontidae",14,2,"Micro-invertivore","tomia atoll","10-15"
"2075","Tomia Atoll 1",2,"macolor niger","Lutjanidae",56,1,"Pisci-invertivore","tomia atoll","55-60"
"2076","Tomia Atoll 1",2,"cheilinus fasciatus","Labridae",40,1,"Macro-invertivore","tomia atoll","40-45"
"2077","Tomia Atoll 1",2,"coris gaimard","Labridae",40,1,"Macro-invertivore","tomia atoll","40-45"
"2078","Tomia Atoll 1",2,"ctenochaetus striatus","Acanthuridae",15,2,"Detritivore","tomia atoll","15-20"
"2079","Tomia Atoll 1",2,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","tomia atoll","15-20"
"2080","Tomia Atoll 1",2,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","tomia atoll","15-20"
"2081","Tomia Atoll 1",2,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","tomia atoll","15-20"
"2082","Tomia Atoll 1",2,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","tomia atoll","15-20"
