"","site_name","transect","species","family","size_cm","abundance","fg","fishing_ground","size_5cm_bin"
"1069","Kapota 1",1,"zebrasoma scopas","Acanthuridae",14,1,"Grazer","kapota island","10-15"
"1070","Kapota 1",2,"thalassoma hardwicke","Labridae",14,1,"Micro-invertivore","kapota island","10-15"
"1071","Kapota 1",2,"thalassoma lunare","Labridae",18,1,"Micro-invertivore","kapota island","15-20"
"1072","Kapota 1",2,"zanclus cornutus","Zanclidae",13,1,"Micro-invertivore","kapota island","10-15"
"1073","Kapota 1",2,"zebrasoma scopas","Acanthuridae",14,3,"Grazer","kapota island","10-15"
"1074","Kapota 1",2,"zebrasoma scopas","Acanthuridae",14,1,"Grazer","kapota island","10-15"
"1075","Kapota 1",2,"zebrasoma scopas","Acanthuridae",14,2,"Grazer","kapota island","10-15"
"1076","Kapota 1",2,"zebrasoma scopas","Acanthuridae",14,1,"Grazer","kapota island","10-15"
"1077","Kapota 1",3,"acanthurus spp.","Acanthuridae",19,1,"Grazer","kapota island","15-20"
"1078","Kapota 1",3,"cephalopholis urodeta","Serranidae",22,1,"Pisci-invertivore","kapota island","20-25"
"1079","Kapota 1",2,"halichoeres spp.","Labridae",19,1,"Micro-invertivore","kapota island","15-20"
"1080","Kapota 1",2,"macolor spp.","Lutjanidae",31,1,"Pisci-invertivore","kapota island","30-35"
"1081","Kapota 1",2,"ctenochaetus striatus","Acanthuridae",13,2,"Detritivore","kapota island","10-15"
"1082","Kapota 1",2,"ctenochaetus striatus","Acanthuridae",13,1,"Detritivore","kapota island","10-15"
"1083","Kapota 1",2,"ctenochaetus striatus","Acanthuridae",13,1,"Detritivore","kapota island","10-15"
"1084","Kapota 1",2,"ctenochaetus striatus","Acanthuridae",13,1,"Detritivore","kapota island","10-15"
"1085","Kapota 1",2,"halichoeres hortulanus","Labridae",19,1,"Micro-invertivore","kapota island","15-20"
"1086","Kapota 1",2,"halichoeres hortulanus","Labridae",21,1,"Micro-invertivore","kapota island","20-25"
"1087","Kapota 1",2,"halichoeres hortulanus","Labridae",19,1,"Micro-invertivore","kapota island","15-20"
"1088","Kapota 1",2,"halichoeres spp.","Labridae",18,1,"Micro-invertivore","kapota island","15-20"
"1089","Kapota 1",2,"parupeneus barberinus","Mullidae",22,1,"Macro-invertivore","kapota island","20-25"
"1090","Kapota 1",2,"naso lituratus","Acanthuridae",22,1,"Browser","kapota island","20-25"
"1091","Kapota 1",2,"novaculichthys taeniourus","Labridae",28,2,"Macro-invertivore","kapota island","25-30"
"1092","Kapota 1",2,"odonus niger","Balistidae",18,1,"Planktivore","kapota island","15-20"
"1093","Kapota 1",2,"parupeneus multifasciatus","Mullidae",22,1,"Macro-invertivore","kapota island","20-25"
"1094","Kapota 1",2,"parupeneus multifasciatus","Mullidae",21,1,"Macro-invertivore","kapota island","20-25"
"1095","Kapota 1",2,"parupeneus multifasciatus","Mullidae",28,1,"Macro-invertivore","kapota island","25-30"
"1096","Kapota 1",2,"chlorurus sordidus","Scarini-Labridae",17,1,"Excavator/scraper","kapota island","15-20"
"1097","Kapota 2",3,"paracirrhites forsteri","Cirrhitidae",10,1,"Micro-invertivore","kapota island","10-15"
"1098","Kapota 2",3,"paracirrhites forsteri","Cirrhitidae",12,1,"Micro-invertivore","kapota island","10-15"
"1099","Kapota 2",1,"cetoscarus bicolor","Scarini-Labridae",30,2,"Excavator/scraper","kapota island","30-35"
"1100","Kapota 2",1,"chlorurus sordidus","Scarini-Labridae",12,1,"Excavator/scraper","kapota island","10-15"
"1101","Kapota 2",1,"chlorurus sordidus","Scarini-Labridae",15,2,"Excavator/scraper","kapota island","15-20"
"1102","Kapota 2",1,"scarus spp.","Scarini-Labridae",25,1,"Excavator/scraper","kapota island","25-30"
"1103","Kapota 2",2,"chlorurus sordidus","Scarini-Labridae",28,1,"Excavator/scraper","kapota island","25-30"
"1104","Kapota 2",2,"chlorurus sordidus","Scarini-Labridae",12,1,"Excavator/scraper","kapota island","10-15"
"1105","Kapota 2",1,"acanthurus pyroferus","Acanthuridae",20,1,"Grazer","kapota island","20-25"
"1106","Kapota 2",1,"acanthurus pyroferus","Acanthuridae",20,1,"Grazer","kapota island","20-25"
"1107","Kapota 2",1,"balistapus undulatus","Balistidae",18,1,"Macro-invertivore","kapota island","15-20"
"1108","Kapota 2",1,"balistapus undulatus","Balistidae",18,1,"Macro-invertivore","kapota island","15-20"
"1109","Kapota 2",3,"aulostomus chinensis","Aulostomidae",25,1,"Piscivore","kapota island","25-30"
"1110","Kapota 2",1,"ctenochaetus binotatus","Acanthuridae",14,2,"Detritivore","kapota island","10-15"
"1111","Kapota 2",1,"ctenochaetus binotatus","Acanthuridae",14,1,"Detritivore","kapota island","10-15"
"1112","Kapota 2",1,"ctenochaetus striatus","Acanthuridae",14,2,"Detritivore","kapota island","10-15"
"1113","Kapota 2",1,"ctenochaetus striatus","Acanthuridae",14,1,"Detritivore","kapota island","10-15"
"1114","Kapota 2",1,"ctenochaetus striatus","Acanthuridae",14,1,"Detritivore","kapota island","10-15"
"1115","Kapota 2",1,"ctenochaetus striatus","Acanthuridae",14,2,"Detritivore","kapota island","10-15"
"1116","Kapota 2",1,"ctenochaetus striatus","Acanthuridae",14,1,"Detritivore","kapota island","10-15"
"1117","Kapota 2",1,"epinephelus merra","Serranidae",24,1,"Piscivore","kapota island","20-25"
"1118","Kapota 2",1,"halichoeres hortulanus","Labridae",20,1,"Micro-invertivore","kapota island","20-25"
"1119","Kapota 2",1,"halichoeres hortulanus","Labridae",22,1,"Micro-invertivore","kapota island","20-25"
"1120","Kapota 2",1,"halichoeres hortulanus","Labridae",18,1,"Micro-invertivore","kapota island","15-20"
"1121","Kapota 2",1,"halichoeres spp.","Labridae",17,2,"Micro-invertivore","kapota island","15-20"
"1122","Kapota 2",1,"thalassoma lutescens","Labridae",17,1,"Micro-invertivore","kapota island","15-20"
"1123","Kapota 2",1,"halichoeres melanurus","Labridae",22,1,"Micro-invertivore","kapota island","20-25"
"1124","Kapota 2",1,"macolor spp.","Lutjanidae",21,1,"Pisci-invertivore","kapota island","20-25"
"1125","Kapota 2",1,"naso vlamingii","Acanthuridae",30,3,"Planktivore","kapota island","30-35"
"1126","Kapota 2",1,"parupeneus multifasciatus","Mullidae",20,2,"Macro-invertivore","kapota island","20-25"
"1127","Kapota 2",1,"parupeneus spp.","Mullidae",17,2,"Macro-invertivore","kapota island","15-20"
"1128","Kapota 2",1,"thalassoma hardwicke","Labridae",15,1,"Micro-invertivore","kapota island","15-20"
"1129","Kapota 2",1,"thalassoma hardwicke","Labridae",15,1,"Micro-invertivore","kapota island","15-20"
"1130","Kapota 2",1,"thalassoma lunare","Labridae",19,1,"Micro-invertivore","kapota island","15-20"
"1131","Kapota 2",1,"thalassoma spp.","Labridae",18,2,"Micro-invertivore","kapota island","15-20"
"1132","Kapota 2",1,"thalassoma spp.","Labridae",19,1,"Micro-invertivore","kapota island","15-20"
"1133","Kapota 2",1,"thalassoma spp.","Labridae",19,1,"Micro-invertivore","kapota island","15-20"
"1134","Kapota 2",1,"zebrasoma scopas","Acanthuridae",15,1,"Grazer","kapota island","15-20"
"1135","Kapota 2",2,"acanthurus pyroferus","Acanthuridae",20,1,"Grazer","kapota island","20-25"
"1136","Kapota 2",2,"acanthurus pyroferus","Acanthuridae",20,1,"Grazer","kapota island","20-25"
"1137","Kapota 2",2,"acanthurus spp.","Acanthuridae",19,10,"Grazer","kapota island","15-20"
"1138","Kapota 2",1,"cephalopholis urodeta","Serranidae",22,1,"Pisci-invertivore","kapota island","20-25"
"1139","Kapota 2",1,"chaetodon spp.","Chaetodontidae",11,2,"Micro-invertivore","kapota island","10-15"
"1140","Kapota 2",1,"chaetodon spp.","Chaetodontidae",11,2,"Micro-invertivore","kapota island","10-15"
"1141","Kapota 2",1,"chaetodon spp.","Chaetodontidae",11,1,"Micro-invertivore","kapota island","10-15"
"1142","Kapota 2",1,"chaetodon spp.","Chaetodontidae",11,1,"Micro-invertivore","kapota island","10-15"
"1143","Kapota 2",1,"chaetodon spp.","Chaetodontidae",11,1,"Micro-invertivore","kapota island","10-15"
"1144","Kapota 2",1,"chaetodon spp.","Chaetodontidae",11,1,"Micro-invertivore","kapota island","10-15"
"1145","Kapota 2",2,"halichoeres hortulanus","Labridae",22,1,"Micro-invertivore","kapota island","20-25"
"1146","Kapota 2",2,"heniochus varius","Chaetodontidae",15,1,"Micro-invertivore","kapota island","15-20"
"1147","Kapota 2",2,"melichthys vidua","Balistidae",19,1,"Planktivore","kapota island","15-20"
"1148","Kapota 2",2,"parupeneus multifasciatus","Mullidae",21,1,"Macro-invertivore","kapota island","20-25"
"1149","Kapota 2",2,"parupeneus multifasciatus","Mullidae",22,2,"Macro-invertivore","kapota island","20-25"
"1150","Kapota 2",2,"parupeneus multifasciatus","Mullidae",22,1,"Macro-invertivore","kapota island","20-25"
"1151","Kapota 2",2,"parupeneus spp.","Mullidae",32,1,"Macro-invertivore","kapota island","30-35"
"1152","Kapota 2",2,"siganus punctatissimus","Siganidae",21,1,"Grazer","kapota island","20-25"
"1153","Kapota 2",2,"thalassoma hardwicke","Labridae",15,1,"Micro-invertivore","kapota island","15-20"
"1154","Kapota 2",2,"thalassoma hardwicke","Labridae",15,1,"Micro-invertivore","kapota island","15-20"
"1155","Kapota 2",2,"thalassoma lunare","Labridae",19,1,"Micro-invertivore","kapota island","15-20"
"1156","Kapota 2",2,"zebrasoma scopas","Acanthuridae",15,1,"Grazer","kapota island","15-20"
"1157","Kapota 2",2,"zebrasoma scopas","Acanthuridae",15,2,"Grazer","kapota island","15-20"
"1158","Kapota 2",2,"zebrasoma scopas","Acanthuridae",15,1,"Grazer","kapota island","15-20"
"1159","Kapota 2",2,"zebrasoma scopas","Acanthuridae",15,1,"Grazer","kapota island","15-20"
"1160","Kapota 2",3,"acanthurus pyroferus","Acanthuridae",20,2,"Grazer","kapota island","20-25"
"1161","Kapota 2",3,"anampses spp.","Labridae",11,2,"Micro-invertivore","kapota island","10-15"
"1162","Kapota 2",3,"cephalopholis urodeta","Serranidae",24,1,"Pisci-invertivore","kapota island","20-25"
"1163","Kapota 2",3,"cephalopholis urodeta","Serranidae",23,1,"Pisci-invertivore","kapota island","20-25"
"1164","Kapota 2",3,"cephalopholis urodeta","Serranidae",24,1,"Pisci-invertivore","kapota island","20-25"
"1165","Kapota 2",3,"chaetodon spp.","Chaetodontidae",11,2,"Micro-invertivore","kapota island","10-15"
"1166","Kapota 2",3,"ctenochaetus binotatus","Acanthuridae",14,1,"Detritivore","kapota island","10-15"
"1167","Kapota 2",3,"ctenochaetus striatus","Acanthuridae",14,2,"Detritivore","kapota island","10-15"
"1168","Kapota 2",3,"ctenochaetus striatus","Acanthuridae",14,1,"Detritivore","kapota island","10-15"
"1169","Kapota 2",3,"ctenochaetus striatus","Acanthuridae",14,3,"Detritivore","kapota island","10-15"
"1170","Kapota 2",3,"ctenochaetus striatus","Acanthuridae",14,2,"Detritivore","kapota island","10-15"
"1171","Kapota 2",3,"ctenochaetus striatus","Acanthuridae",14,1,"Detritivore","kapota island","10-15"
"1172","Kapota 2",3,"ctenochaetus striatus","Acanthuridae",14,3,"Detritivore","kapota island","10-15"
"1173","Kapota 2",3,"epinephelus fasciatus","Serranidae",32,1,"Piscivore","kapota island","30-35"
"1174","Kapota 2",3,"forcipiger spp.","Chaetodontidae",19,1,"Micro-invertivore","kapota island","15-20"
"1175","Kapota 2",3,"halichoeres hortulanus","Labridae",22,1,"Micro-invertivore","kapota island","20-25"
"1176","Kapota 2",3,"halichoeres hortulanus","Labridae",21,1,"Micro-invertivore","kapota island","20-25"
"1177","Kapota 2",3,"halichoeres hortulanus","Labridae",22,1,"Micro-invertivore","kapota island","20-25"
"1178","Kapota 2",3,"halichoeres spp.","Labridae",19,1,"Micro-invertivore","kapota island","15-20"
"1179","Kapota 2",3,"lutjanus spp.","Lutjanidae",30,5,"Pisci-invertivore","kapota island","30-35"
"1180","Kapota 2",3,"parupeneus multifasciatus","Mullidae",22,10,"Macro-invertivore","kapota island","20-25"
"1181","Kapota 2",3,"parupeneus multifasciatus","Mullidae",30,1,"Macro-invertivore","kapota island","30-35"
"1182","Kapota 2",3,"parupeneus spp.","Mullidae",31,1,"Macro-invertivore","kapota island","30-35"
"1183","Kapota 2",3,"thalassoma hardwicke","Labridae",15,1,"Micro-invertivore","kapota island","15-20"
"1184","Kapota 2",3,"thalassoma lunare","Labridae",19,1,"Micro-invertivore","kapota island","15-20"
"1185","Kapota 2",3,"thalassoma lunare","Labridae",19,2,"Micro-invertivore","kapota island","15-20"
"1186","Kapota 2",3,"zanclus cornutus","Zanclidae",14,1,"Micro-invertivore","kapota island","10-15"
"1187","Kapota 2",3,"zebrasoma scopas","Acanthuridae",15,1,"Grazer","kapota island","15-20"
"1188","Kapota 2",3,"zebrasoma scopas","Acanthuridae",15,1,"Grazer","kapota island","15-20"
"1189","Kapota 2",2,"ctenochaetus striatus","Acanthuridae",14,1,"Detritivore","kapota island","10-15"
"1190","Kapota 2",2,"ctenochaetus striatus","Acanthuridae",14,1,"Detritivore","kapota island","10-15"
"1191","Kapota 2",2,"ctenochaetus striatus","Acanthuridae",14,2,"Detritivore","kapota island","10-15"
"1192","Kapota 2",2,"acanthurus spp.","Acanthuridae",20,2,"Grazer","kapota island","20-25"
"1193","Kapota 2",2,"cephalopholis urodeta","Serranidae",24,1,"Pisci-invertivore","kapota island","20-25"
"1194","Kapota 2",2,"cephalopholis urodeta","Serranidae",20,2,"Pisci-invertivore","kapota island","20-25"
"1195","Kapota 2",2,"chaetodon spp.","Chaetodontidae",11,1,"Micro-invertivore","kapota island","10-15"
"1196","Kapota 2",2,"ctenochaetus striatus","Acanthuridae",14,2,"Detritivore","kapota island","10-15"
"1197","Kapota 2",2,"ctenochaetus striatus","Acanthuridae",14,7,"Detritivore","kapota island","10-15"
"1198","Kapota 2",2,"ctenochaetus striatus","Acanthuridae",14,2,"Detritivore","kapota island","10-15"
"1199","Kapota 2",2,"ctenochaetus striatus","Acanthuridae",14,1,"Detritivore","kapota island","10-15"
"1200","Kapota 2",2,"halichoeres hortulanus","Labridae",22,1,"Micro-invertivore","kapota island","20-25"
"1201","Kapota 2",2,"forcipiger spp.","Chaetodontidae",19,1,"Micro-invertivore","kapota island","15-20"
"1202","Kapota 2",3,"scarus niger","Scarini-Labridae",17,1,"Excavator/scraper","kapota island","15-20"
"1203","Kapota 2",3,"scarus spp.","Scarini-Labridae",22,2,"Excavator/scraper","kapota island","20-25"
"1204","Kapota 2",3,"scarus ghobban","Scarini-Labridae",25,1,"Excavator/scraper","kapota island","25-30"
"1205","Kapota 2",2,"halichoeres hortulanus","Labridae",19,2,"Micro-invertivore","kapota island","15-20"
"1206","Karang Kapota 1",1,"paracirrhites forsteri","Cirrhitidae",10,1,"Micro-invertivore","kapota atoll","10-15"
"1207","Karang Kapota 1",2,"chlorurus sordidus","Scarini-Labridae",18,1,"Excavator/scraper","kapota atoll","15-20"
"1208","Karang Kapota 1",1,"scarus dimidiatus","Scarini-Labridae",16,1,"Excavator/scraper","kapota atoll","15-20"
"1209","Karang Kapota 1",1,"scarus niger","Scarini-Labridae",10,1,"Excavator/scraper","kapota atoll","10-15"
"1210","Karang Kapota 1",1,"scarus schlegeli","Scarini-Labridae",18,1,"Excavator/scraper","kapota atoll","15-20"
"1211","Karang Kapota 1",2,"cetoscarus bicolor","Scarini-Labridae",40,1,"Excavator/scraper","kapota atoll","40-45"
"1212","Karang Kapota 1",3,"cetoscarus bicolor","Scarini-Labridae",30,1,"Excavator/scraper","kapota atoll","30-35"
"1213","Karang Kapota 1",3,"chlorurus sordidus","Scarini-Labridae",10,1,"Excavator/scraper","kapota atoll","10-15"
"1214","Karang Kapota 1",3,"chlorurus sordidus","Scarini-Labridae",17,1,"Excavator/scraper","kapota atoll","15-20"
"1215","Karang Kapota 1",3,"chlorurus sordidus","Scarini-Labridae",25,1,"Excavator/scraper","kapota atoll","25-30"
"1216","Karang Kapota 1",3,"thalassoma lunare","Labridae",20,1,"Micro-invertivore","kapota atoll","20-25"
"1217","Karang Kapota 1",3,"zebrasoma scopas","Acanthuridae",16,1,"Grazer","kapota atoll","15-20"
"1218","Karang Kapota 1",3,"zebrasoma scopas","Acanthuridae",16,1,"Grazer","kapota atoll","15-20"
"1219","Karang Kapota 1",1,"balistoides conspicillum","Balistidae",32,1,"Macro-invertivore","kapota atoll","30-35"
"1220","Karang Kapota 1",1,"cephalopholis urodeta","Serranidae",24,1,"Pisci-invertivore","kapota atoll","20-25"
"1221","Karang Kapota 1",1,"cephalopholis urodeta","Serranidae",26,1,"Pisci-invertivore","kapota atoll","25-30"
"1222","Karang Kapota 1",1,"chaetodon spp.","Chaetodontidae",12,2,"Micro-invertivore","kapota atoll","10-15"
"1223","Karang Kapota 1",1,"coris gaimard","Labridae",24,1,"Macro-invertivore","kapota atoll","20-25"
"1224","Karang Kapota 1",1,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kapota atoll","15-20"
"1225","Karang Kapota 1",1,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kapota atoll","15-20"
"1226","Karang Kapota 1",1,"ctenochaetus striatus","Acanthuridae",15,10,"Detritivore","kapota atoll","15-20"
"1227","Karang Kapota 1",1,"ctenochaetus striatus","Acanthuridae",15,3,"Detritivore","kapota atoll","15-20"
"1228","Karang Kapota 1",1,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kapota atoll","15-20"
"1229","Karang Kapota 1",1,"ctenochaetus striatus","Acanthuridae",15,10,"Detritivore","kapota atoll","15-20"
"1230","Karang Kapota 1",1,"forcipiger flavissimus","Chaetodontidae",20,1,"Micro-invertivore","kapota atoll","20-25"
"1231","Karang Kapota 1",1,"halichoeres hortulanus","Labridae",23,1,"Micro-invertivore","kapota atoll","20-25"
"1232","Karang Kapota 1",2,"fistularia commersonii","Fistulariidae",60,11,"Piscivore","kapota atoll","60-65"
"1233","Karang Kapota 1",2,"scarus spp.","Scarini-Labridae",13,1,"Excavator/scraper","kapota atoll","10-15"
"1234","Karang Kapota 1",3,"parupeneus cyclostomus","Mullidae",24,1,"Pisci-invertivore","kapota atoll","20-25"
"1235","Karang Kapota 1",3,"parupeneus multifasciatus","Mullidae",25,1,"Macro-invertivore","kapota atoll","25-30"
"1236","Karang Kapota 1",3,"siganus punctatissimus","Siganidae",35,1,"Grazer","kapota atoll","35-40"
"1237","Karang Kapota 1",3,"siganus vulpinus","Siganidae",21,4,"Grazer","kapota atoll","20-25"
"1238","Karang Kapota 1",3,"thalassoma hardwicke","Labridae",16,1,"Micro-invertivore","kapota atoll","15-20"
"1239","Karang Kapota 1",3,"thalassoma hardwicke","Labridae",16,1,"Micro-invertivore","kapota atoll","15-20"
"1240","Karang Kapota 1",3,"scarus niger","Scarini-Labridae",23,1,"Excavator/scraper","kapota atoll","20-25"
"1241","Karang Kapota 1",3,"scarus niger","Scarini-Labridae",17,1,"Excavator/scraper","kapota atoll","15-20"
"1242","Karang Kapota 1",1,"zanclus cornutus","Zanclidae",15,1,"Micro-invertivore","kapota atoll","15-20"
"1243","Karang Kapota 1",2,"acanthurus nigricans","Acanthuridae",21,2,"Grazer","kapota atoll","20-25"
"1244","Karang Kapota 1",2,"acanthurus nigricans","Acanthuridae",21,1,"Grazer","kapota atoll","20-25"
"1245","Karang Kapota 1",2,"acanthurus pyroferus","Acanthuridae",20,1,"Grazer","kapota atoll","20-25"
"1246","Karang Kapota 1",2,"balistapus undulatus","Balistidae",19,1,"Macro-invertivore","kapota atoll","15-20"
"1247","Karang Kapota 1",2,"cephalopholis leopardus","Serranidae",23,1,"Pisci-invertivore","kapota atoll","20-25"
"1248","Karang Kapota 1",2,"cephalopholis urodeta","Serranidae",26,1,"Pisci-invertivore","kapota atoll","25-30"
"1249","Karang Kapota 1",2,"chaetodon spp.","Chaetodontidae",12,2,"Micro-invertivore","kapota atoll","10-15"
"1250","Karang Kapota 1",2,"coris gaimard","Labridae",22,1,"Macro-invertivore","kapota atoll","20-25"
"1251","Karang Kapota 1",2,"ctenochaetus striatus","Acanthuridae",15,3,"Detritivore","kapota atoll","15-20"
"1252","Karang Kapota 1",2,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kapota atoll","15-20"
"1253","Karang Kapota 1",2,"ctenochaetus striatus","Acanthuridae",15,2,"Detritivore","kapota atoll","15-20"
"1254","Karang Kapota 1",2,"halichoeres hortulanus","Labridae",23,1,"Micro-invertivore","kapota atoll","20-25"
"1255","Karang Kapota 1",2,"halichoeres hortulanus","Labridae",23,1,"Micro-invertivore","kapota atoll","20-25"
"1256","Karang Kapota 1",1,"halichoeres hortulanus","Labridae",20,1,"Micro-invertivore","kapota atoll","20-25"
"1257","Karang Kapota 1",1,"labroides dimidiatus","Labridae",11,3,"Micro-invertivore","kapota atoll","10-15"
"1258","Karang Kapota 1",1,"labroides dimidiatus","Labridae",11,1,"Micro-invertivore","kapota atoll","10-15"
"1259","Karang Kapota 1",1,"lutjanus bohar","Lutjanidae",27,1,"Piscivore","kapota atoll","25-30"
"1260","Karang Kapota 1",1,"melichthys vidua","Balistidae",20,2,"Planktivore","kapota atoll","20-25"
"1261","Karang Kapota 1",1,"naso vlamingii","Acanthuridae",31,5,"Planktivore","kapota atoll","30-35"
"1262","Karang Kapota 1",1,"naso vlamingii","Acanthuridae",30,4,"Planktivore","kapota atoll","30-35"
"1263","Karang Kapota 1",1,"odonus niger","Balistidae",20,10,"Planktivore","kapota atoll","20-25"
"1264","Karang Kapota 1",1,"oxycheilinus spp.","Labridae",22,1,"Pisci-invertivore","kapota atoll","20-25"
"1265","Karang Kapota 1",1,"oxycheilinus unifasciatus","Labridae",33,1,"Pisci-invertivore","kapota atoll","30-35"
"1266","Karang Kapota 1",1,"parupeneus multifasciatus","Mullidae",22,1,"Macro-invertivore","kapota atoll","20-25"
"1267","Karang Kapota 1",1,"parupeneus multifasciatus","Mullidae",18,1,"Macro-invertivore","kapota atoll","15-20"
"1268","Karang Kapota 1",1,"thalassoma hardwicke","Labridae",16,3,"Micro-invertivore","kapota atoll","15-20"
"1269","Karang Kapota 1",1,"thalassoma hardwicke","Labridae",16,1,"Micro-invertivore","kapota atoll","15-20"
"1270","Karang Kapota 1",2,"parupeneus multifasciatus","Mullidae",23,1,"Macro-invertivore","kapota atoll","20-25"
"1271","Karang Kapota 1",2,"parupeneus multifasciatus","Mullidae",22,3,"Macro-invertivore","kapota atoll","20-25"
"1272","Karang Kapota 1",2,"siganus puellus","Siganidae",24,3,"Grazer","kapota atoll","20-25"
"1273","Karang Kapota 1",2,"thalassoma hardwicke","Labridae",16,2,"Micro-invertivore","kapota atoll","15-20"
"1274","Karang Kapota 1",2,"thalassoma hardwicke","Labridae",16,1,"Micro-invertivore","kapota atoll","15-20"
"1275","Karang Kapota 1",2,"thalassoma hardwicke","Labridae",16,1,"Micro-invertivore","kapota atoll","15-20"
"1276","Karang Kapota 1",2,"thalassoma lunare","Labridae",20,3,"Micro-invertivore","kapota atoll","20-25"
"1277","Karang Kapota 1",2,"thalassoma lunare","Labridae",20,1,"Micro-invertivore","kapota atoll","20-25"
"1278","Karang Kapota 1",2,"thalassoma lunare","Labridae",20,1,"Micro-invertivore","kapota atoll","20-25"
"1279","Karang Kapota 1",2,"zanclus cornutus","Zanclidae",15,1,"Micro-invertivore","kapota atoll","15-20"
"1280","Karang Kapota 1",2,"zebrasoma scopas","Acanthuridae",16,1,"Grazer","kapota atoll","15-20"
"1281","Karang Kapota 1",3,"cephalopholis argus","Serranidae",38,1,"Pisci-invertivore","kapota atoll","35-40"
"1282","Karang Kapota 1",3,"cephalopholis urodeta","Serranidae",26,1,"Pisci-invertivore","kapota atoll","25-30"
"1283","Karang Kapota 1",3,"cephalopholis urodeta","Serranidae",23,1,"Pisci-invertivore","kapota atoll","20-25"
"1284","Karang Kapota 1",3,"coris gaimard","Labridae",23,1,"Macro-invertivore","kapota atoll","20-25"
"1285","Karang Kapota 1",3,"ctenochaetus striatus","Acanthuridae",15,2,"Detritivore","kapota atoll","15-20"
"1286","Karang Kapota 1",3,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kapota atoll","15-20"
"1287","Karang Kapota 1",3,"ctenochaetus striatus","Acanthuridae",15,2,"Detritivore","kapota atoll","15-20"
"1288","Karang Kapota 1",3,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kapota atoll","15-20"
"1289","Karang Kapota 1",3,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kapota atoll","15-20"
"1290","Karang Kapota 1",3,"forcipiger flavissimus","Chaetodontidae",20,1,"Micro-invertivore","kapota atoll","20-25"
"1291","Karang Kapota 1",3,"halichoeres hortulanus","Labridae",22,1,"Micro-invertivore","kapota atoll","20-25"
"1292","Karang Kapota 1",3,"naso vlamingii","Acanthuridae",27,10,"Planktivore","kapota atoll","25-30"
"1293","Karang Kapota 1",3,"naso vlamingii","Acanthuridae",30,10,"Planktivore","kapota atoll","30-35"
"1294","Karang Kapota 1",3,"novaculichthys taeniourus","Labridae",30,1,"Macro-invertivore","kapota atoll","30-35"
"1295","Karang Kapota 1",3,"odonus niger","Balistidae",20,10,"Planktivore","kapota atoll","20-25"
"1296","Karang Kapota 1",3,"parupeneus crassilabris","Mullidae",24,1,"Macro-invertivore","kapota atoll","20-25"
"1297","Karang Kapota 1",1,"amanses scopas","Monacanthidae",11,3,"Micro-invertivore","kapota atoll","10-15"
"1298","Karang Kapota 1",1,"chlorurus bleekeri","Scarini-Labridae",20,1,"Excavator/scraper","kapota atoll","20-25"
"1299","Karang Kapota 1",1,"chlorurus bleekeri","Scarini-Labridae",12,1,"Excavator/scraper","kapota atoll","10-15"
"1300","Karang Kapota 1",1,"chlorurus sordidus","Scarini-Labridae",12,2,"Excavator/scraper","kapota atoll","10-15"
"1301","Karang Kapota 1",1,"acanthurus nigricans","Acanthuridae",19,1,"Grazer","kapota atoll","15-20"
"1302","Karang Kapota 1",1,"acanthurus nigricans","Acanthuridae",21,1,"Grazer","kapota atoll","20-25"
"1303","Karang Kapota 1",1,"acanthurus pyroferus","Acanthuridae",20,1,"Grazer","kapota atoll","20-25"
"1304","Karang Kapota 1",1,"acanthurus pyroferus","Acanthuridae",20,1,"Grazer","kapota atoll","20-25"
"1305","Karang Kapota 1",1,"thalassoma lunare","Labridae",20,1,"Micro-invertivore","kapota atoll","20-25"
"1306","Karang Kapota 1",1,"thalassoma lunare","Labridae",20,1,"Micro-invertivore","kapota atoll","20-25"
"1307","Karang Kapota 1",1,"thalassoma lunare","Labridae",19,1,"Micro-invertivore","kapota atoll","15-20"
"1308","Karang Kapota 1",1,"thalassoma lunare","Labridae",20,1,"Micro-invertivore","kapota atoll","20-25"
"1309","Karang Kapota 1",1,"thalassoma spp.","Labridae",20,1,"Micro-invertivore","kapota atoll","20-25"
"1310","Karang Kapota 1",1,"thalassoma spp.","Labridae",19,1,"Micro-invertivore","kapota atoll","15-20"
"1311","Karang Kapota 1",1,"zanclus cornutus","Zanclidae",15,2,"Micro-invertivore","kapota atoll","15-20"
"1312","Karang Kapota 1",2,"melichthys vidua","Balistidae",20,1,"Planktivore","kapota atoll","20-25"
"1313","Karang Kapota 1",2,"halichoeres hortulanus","Labridae",21,1,"Micro-invertivore","kapota atoll","20-25"
"1314","Karang Kapota 1",2,"halichoeres spp.","Labridae",23,1,"Micro-invertivore","kapota atoll","20-25"
"1315","Karang Kapota 1",2,"heniochus varius","Chaetodontidae",16,1,"Micro-invertivore","kapota atoll","15-20"
"1316","Karang Kapota 1",2,"hemigymnus fasciatus","Labridae",24,1,"Macro-invertivore","kapota atoll","20-25"
